strain	generation	rep	condition	Fractional Abundance	gen	meanab	sdab	proportion
2801	G5	A6	ABZ	12.3908233676754	5	10.203211836769832	5.635719155088324	0.123908233676754
2816	G5	D5	DMSO	55.3305401622464	5	49.71174519858392	6.380003334183798	0.553305401622464
2798	G5	D4	DMSO	57.8839600891291	5	47.71331077950932	5.904280472054864	0.5788396008912909
2798	G5	A2	ABZ	11.6481895604464	5	10.669710661245263	5.582202866041395	0.11648189560446401
2798	G5	A10	ABZ	9.47260081428589	5	10.669710661245263	5.582202866041395	0.0947260081428589
2801	G5	D9	DMSO	61.591863423575	5	53.67601792551189	11.154561799081415	0.61591863423575
2801	G5	A7	ABZ	13.999295029153	5	10.203211836769832	5.635719155088324	0.13999295029153
2816	G5	D6	DMSO	51.6365518244937	5	49.71174519858392	6.380003334183798	0.516365518244937
2798	G5	D5	DMSO	53.8685563112707	5	47.71331077950932	5.904280472054864	0.538685563112707
2798	G5	A3	ABZ	10.6415111386103	5	10.669710661245263	5.582202866041395	0.10641511138610299
2801	G5	D1	DMSO	38.0871338972992	5	53.67601792551189	11.154561799081415	0.380871338972992
2801	G5	D10	DMSO	43.3268985752466	5	53.67601792551189	11.154561799081415	0.43326898575246603
2801	G5	A9	ABZ	6.23008187907688	5	10.203211836769832	5.635719155088324	0.0623008187907688
2816	G5	D7	DMSO	45.3927081025428	5	49.71174519858392	6.380003334183798	0.453927081025428
2798	G5	D6	DMSO	44.2157056044755	5	47.71331077950932	5.904280472054864	0.442157056044755
2798	G5	A4	ABZ	21.1031215356382	5	10.669710661245263	5.582202866041395	0.21103121535638197
2801	G5	D2	DMSO	65.3737265781504	5	53.67601792551189	11.154561799081415	0.6537372657815039
2801	G5	A1	ABZ	17.2192035097125	5	10.203211836769832	5.635719155088324	0.172192035097125
2801	G5	A10	ABZ	6.22531116099873	5	10.203211836769832	5.635719155088324	0.062253111609987304
2816	G5	D8	DMSO	51.9180037134901	5	49.71174519858392	6.380003334183798	0.519180037134901
2798	G5	D7	DMSO	48.7908343428367	5	47.71331077950932	5.904280472054864	0.48790834342836703
2798	G5	A5	ABZ	2.51889403723815	5	10.669710661245263	5.582202866041395	0.025188940372381497
2801	G5	D3	DMSO	61.4091559120003	5	53.67601792551189	11.154561799081415	0.614091559120003
2801	G5	A2	ABZ	2.50754385741638	5	10.203211836769832	5.635719155088324	0.025075438574163802
2816	G5	D1	DMSO	48.9714609413992	5	49.71174519858392	6.380003334183798	0.48971460941399203
2816	G5	D9	DMSO	49.856600224988	5	49.71174519858392	6.380003334183798	0.49856600224988
2798	G5	D8	DMSO	49.5261156196662	5	47.71331077950932	5.904280472054864	0.495261156196662
2798	G5	A6	ABZ	3.56301964824858	5	10.669710661245263	5.582202866041395	0.0356301964824858
2801	G5	D4	DMSO	39.7624256940531	5	53.67601792551189	11.154561799081415	0.397624256940531
2801	G5	A3	ABZ	7.89786276763175	5	10.203211836769832	5.635719155088324	0.0789786276763175
2816	G5	D2	DMSO	36.4901116465294	5	49.71174519858392	6.380003334183798	0.364901116465294
2816	G5	D10	DMSO	59.8406860870153	5	49.71174519858392	6.380003334183798	0.598406860870153
2798	G1	A5	ABZ	24.2191115825989	1	33.12376940256992	5.728057783658099	0.24219111582598898
2816	G5	A1	ABZ	7.72064300022124	5	9.928488804731645	4.74868246198863	0.0772064300022124
2816	G5	A10	ABZ	6.33847319383574	5	9.928488804731645	4.74868246198863	0.0633847319383574
N2	G7	D9	DMSO	54.645373248605	7	47.28894315221351	8.478045124287817	0.54645373248605
N2	G7	A8	ABZ	45.7250501084409	7	48.58482266722657	7.211437376529094	0.45725050108440896
882	G7	D8	DMSO	34.505313533438	7	40.20384617706485	4.822702496534888	0.34505313533438
2798	G1	A6	ABZ	28.8242340855951	1	33.12376940256992	5.728057783658099	0.288242340855951
2816	G5	A3	ABZ	5.6669575777585	5	9.928488804731645	4.74868246198863	0.056669575777584996
N2	G7	D1	DMSO	44.6573442719069	7	47.28894315221351	8.478045124287817	0.446573442719069
N2	G7	D10	DMSO	40.0616704069684	7	47.28894315221351	8.478045124287817	0.400616704069684
N2	G7	A9	ABZ	55.024836354418	7	48.58482266722657	7.211437376529094	0.5502483635441799
882	G7	D9	DMSO	38.765598905795	7	40.20384617706485	4.822702496534888	0.38765598905795
2798	G1	A7	ABZ	28.2902619025805	1	33.12376940256992	5.728057783658099	0.282902619025805
2816	G5	A4	ABZ	15.7225086072997	5	9.928488804731645	4.74868246198863	0.157225086072997
N2	G7	D2	DMSO	47.8550247729144	7	47.28894315221351	8.478045124287817	0.47855024772914395
N2	G7	A1	ABZ	42.3313059826115	7	48.58482266722657	7.211437376529094	0.42331305982611495
N2	G7	A10	ABZ	52.4148272858947	7	48.58482266722657	7.211437376529094	0.524148272858947
882	G7	D10	DMSO	35.2705535147269	7	40.20384617706485	4.822702496534888	0.352705535147269
2798	G1	A8	ABZ	31.5615349451132	1	33.12376940256992	5.728057783658099	0.315615349451132
2816	G5	A5	ABZ	11.7036995776438	5	9.928488804731645	4.74868246198863	0.117036995776438
N2	G7	D3	DMSO	51.7338102641809	7	47.28894315221351	8.478045124287817	0.517338102641809
N2	G7	A2	ABZ	57.6888452865468	7	48.58482266722657	7.211437376529094	0.576888452865468
882	G7	D3	DMSO	40.0510559419368	7	40.20384617706485	4.822702496534888	0.40051055941936803
882	G7	A1	ABZ	13.545318334245	7	7.012988866462283	5.837503087913396	0.13545318334245
882	G7	A10	ABZ	2.30705120094191	7	7.012988866462283	5.837503087913396	0.023070512009419102
2798	G1	A10	ABZ	40.7125981759833	1	33.12376940256992	5.728057783658099	0.407125981759833
2816	G5	A6	ABZ	11.4467349522125	5	9.928488804731645	4.74868246198863	0.114467349522125
N2	G7	D5	DMSO	63.7774730578682	7	47.28894315221351	8.478045124287817	0.637774730578682
N2	G7	A3	ABZ	58.086340016090404	7	48.58482266722657	7.211437376529094	0.580863400160904
882	G7	D4	DMSO	43.7973523116277	7	40.20384617706485	4.822702496534888	0.43797352311627696
882	G7	A2	ABZ	5.18659706419994	7	7.012988866462283	5.837503087913396	0.0518659706419994
2795	G7	D1	DMSO	46.1683693251449	7	49.377488275964545	4.7232229626232405	0.46168369325144903
2816	G5	A7	ABZ	1.90190463543363	5	9.928488804731645	4.74868246198863	0.0190190463543363
N2	G7	D6	DMSO	36.2024287313203	7	47.28894315221351	8.478045124287817	0.362024287313203
N2	G7	A5	ABZ	41.6286566003052	7	48.58482266722657	7.211437376529094	0.41628656600305197
882	G7	D5	DMSO	44.6443950380026	7	40.20384617706485	4.822702496534888	0.446443950380026
2795	G7	D2	DMSO	51.0110400246369	7	49.377488275964545	4.7232229626232405	0.510110400246369
2816	G5	A8	ABZ	14.9457986630374	5	9.928488804731645	4.74868246198863	0.149457986630374
N2	G7	D7	DMSO	40.5413487179823	7	47.28894315221351	8.478045124287817	0.405413487179823
N2	G7	A6	ABZ	44.3104688986015	7	48.58482266722657	7.211437376529094	0.443104688986015
882	G7	D6	DMSO	47.888502707236	7	40.20384617706485	4.822702496534888	0.47888502707236
2795	G7	D3	DMSO	47.1195145363893	7	49.377488275964545	4.7232229626232405	0.471195145363893
2801	G1	D3	DMSO	51.2211652760584	1	52.53850028655075	9.032388236734011	0.512211652760584
2816	G5	A9	ABZ	13.9096790351423	5	9.928488804731645	4.74868246198863	0.139096790351423
N2	G7	D8	DMSO	46.1260148981752	7	47.28894315221351	8.478045124287817	0.461260148981752
N2	G7	A7	ABZ	40.0530734721301	7	48.58482266722657	7.211437376529094	0.400530734721301
882	G7	D7	DMSO	36.7079974637558	7	40.20384617706485	4.822702496534888	0.36707997463755804
2795	G7	D4	DMSO	47.5533968093712	7	49.377488275964545	4.7232229626232405	0.475533968093712
2795	G7	A3	ABZ	1.61128642015959	7	2.8794935519060463	1.6274485479849867	0.0161128642015959
2798	G7	D2	DMSO	39.7843372481097	7	47.827348032223846	7.242967528940444	0.397843372481097
2798	G7	D10	DMSO	36.9833543256735	7	47.827348032223846	7.242967528940444	0.369833543256735
2798	G7	A8	ABZ	4.41005221877583	7	4.618851509086836	3.459951151931125	0.0441005221877583
2801	G7	D7	DMSO	44.6680561838772	7	53.10943798127127	10.417518389098362	0.446680561838772
2801	G7	A5	ABZ	6.46229953941832	7	4.598683319975686	3.4408880123758068	0.0646229953941832
2816	G7	D4	DMSO	51.9788010489304	7	50.01118919216501	6.364972348249707	0.519788010489304
2816	G7	A3	ABZ	2.57365072741748	7	3.5733243891056006	2.1961869288358264	0.0257365072741748
2795	G7	D6	DMSO	57.5498322787591	7	49.377488275964545	4.7232229626232405	0.5754983227875909
2795	G7	A4	ABZ	3.10535383164959	7	2.8794935519060463	1.6274485479849867	0.0310535383164959
2798	G7	D3	DMSO	45.6532270398567	7	47.827348032223846	7.242967528940444	0.45653227039856703
2798	G7	A1	ABZ	2.18320175050028	7	4.618851509086836	3.459951151931125	0.021832017505002802
2798	G7	A9	ABZ	5.9046366130049	7	4.618851509086836	3.459951151931125	0.059046366130049
2801	G7	D8	DMSO	64.7634250525095	7	53.10943798127127	10.417518389098362	0.647634250525095
2816	G7	D5	DMSO	57.3238877247017	7	50.01118919216501	6.364972348249707	0.5732388772470169
2816	G7	A4	ABZ	7.68195702889023	7	3.5733243891056006	2.1961869288358264	0.07681957028890231
2795	G7	D7	DMSO	47.7847079425496	7	49.377488275964545	4.7232229626232405	0.47784707942549604
2795	G7	A5	ABZ	4.0599149194702	7	2.8794935519060463	1.6274485479849867	0.040599149194702
2798	G7	D4	DMSO	54.249029987529	7	47.827348032223846	7.242967528940444	0.54249029987529
2798	G7	A2	ABZ	2.07599231978997	7	4.618851509086836	3.459951151931125	0.0207599231978997
2798	G7	A10	ABZ	3.48633231237955	7	4.618851509086836	3.459951151931125	0.0348633231237955
2801	G7	D9	DMSO	60.2645079456539	7	53.10943798127127	10.417518389098362	0.602645079456539
2816	G7	D6	DMSO	46.1848625856358	7	50.01118919216501	6.364972348249707	0.461848625856358
2816	G7	A5	ABZ	4.28546408874696	7	3.5733243891056006	2.1961869288358264	0.042854640887469604
2795	G7	D8	DMSO	41.9707433712783	7	49.377488275964545	4.7232229626232405	0.419707433712783
2795	G7	A6	ABZ	5.15796595541144	7	2.8794935519060463	1.6274485479849867	0.05157965955411439
2798	G7	D5	DMSO	55.0903346008474	7	47.827348032223846	7.242967528940444	0.550903346008474
2798	G7	A3	ABZ	12.6131550428947	7	4.618851509086836	3.459951151931125	0.126131550428947
2801	G7	D1	DMSO	34.9875280911986	7	53.10943798127127	10.417518389098362	0.349875280911986
2801	G7	D10	DMSO	47.7441839507564	7	53.10943798127127	10.417518389098362	0.477441839507564
2816	G7	D7	DMSO	44.1690666854883	7	50.01118919216501	6.364972348249707	0.441690666854883
2816	G7	A6	ABZ	3.539684252487	7	3.5733243891056006	2.1961869288358264	0.03539684252487
2795	G7	D9	DMSO	50.1839598950124	7	49.377488275964545	4.7232229626232405	0.501839598950124
2795	G7	A7	ABZ	1.95823558846829	7	2.8794935519060463	1.6274485479849867	0.0195823558846829
2798	G7	D6	DMSO	43.7803778730934	7	47.827348032223846	7.242967528940444	0.437803778730934
2798	G7	A4	ABZ	5.28760285102801	7	4.618851509086836	3.459951151931125	0.0528760285102801
2801	G7	D2	DMSO	65.2134537117071	7	53.10943798127127	10.417518389098362	0.652134537117071
2801	G7	A1	ABZ	10.6183867159471	7	4.598683319975686	3.4408880123758068	0.106183867159471
2801	G7	A10	ABZ	4.09630682253178	7	4.598683319975686	3.4408880123758068	0.0409630682253178
2816	G7	D8	DMSO	49.9736229373977	7	50.01118919216501	6.364972348249707	0.499736229373977
2816	G7	A7	ABZ	0.408568991839204	7	3.5733243891056006	2.1961869288358264	0.0040856899183920395
2795	G7	D10	DMSO	55.0558303005392	7	49.377488275964545	4.7232229626232405	0.550558303005392
2795	G7	A8	ABZ	2.81618698568847	7	2.8794935519060463	1.6274485479849867	0.0281618698568847
2798	G7	D7	DMSO	48.6286470852269	7	47.827348032223846	7.242967528940444	0.486286470852269
2798	G7	A5	ABZ	1.35746180014643	7	4.618851509086836	3.459951151931125	0.013574618001464301
2801	G7	D3	DMSO	59.0881859033595	7	53.10943798127127	10.417518389098362	0.590881859033595
2801	G7	A2	ABZ	1.30662174070882	7	4.598683319975686	3.4408880123758068	0.013066217407088201
2816	G7	D1	DMSO	49.0429061085569	7	50.01118919216501	6.364972348249707	0.490429061085569
2816	G7	D9	DMSO	53.7460394298947	7	50.01118919216501	6.364972348249707	0.537460394298947
2816	G7	A8	ABZ	3.67512026177587	7	3.5733243891056006	2.1961869288358264	0.0367512026177587
2795	G7	A1	ABZ	3.77811194895329	7	2.8794935519060463	1.6274485479849867	0.0377811194895329
2795	G7	A9	ABZ	0.953490659698287	7	2.8794935519060463	1.6274485479849867	0.009534906596982869
2798	G7	D8	DMSO	58.850319887202	7	47.827348032223846	7.242967528940444	0.58850319887202
2798	G7	A6	ABZ	1.49369333361961	7	4.618851509086836	3.459951151931125	0.014936933336196102
2801	G7	D4	DMSO	45.2347074139529	7	53.10943798127127	10.417518389098362	0.45234707413952896
2801	G7	A3	ABZ	2.4143685464722	7	4.598683319975686	3.4408880123758068	0.024143685464722
2816	G7	D2	DMSO	40.5139696199195	7	50.01118919216501	6.364972348249707	0.405139696199195
2816	G7	D10	DMSO	61.5832916819746	7	50.01118919216501	6.364972348249707	0.6158329168197461
2816	G7	A9	ABZ	2.84882537258246	7	3.5733243891056006	2.1961869288358264	0.0284882537258246
2795	G7	A2	ABZ	4.92903050518344	7	2.8794935519060463	1.6274485479849867	0.0492903050518344
2795	G7	A10	ABZ	0.425358704377866	7	2.8794935519060463	1.6274485479849867	0.00425358704377866
2798	G7	D9	DMSO	47.426504242476	7	47.827348032223846	7.242967528940444	0.47426504242476
2798	G7	A7	ABZ	7.37638684872908	7	4.618851509086836	3.459951151931125	0.0737638684872908
2801	G7	D5	DMSO	56.0208935784263	7	53.10943798127127	10.417518389098362	0.560208935784263
2801	G7	A4	ABZ	2.6941165547759	7	4.598683319975686	3.4408880123758068	0.026941165547759
2816	G7	D3	DMSO	45.5954440991505	7	50.01118919216501	6.364972348249707	0.455954440991505
